Year,d18O,netBal,dust,Fluoride,chloride,sulfate,nitrate,sodio,amonio,potasio,magnesio,calcio,ELARRAS,RBPP-J,RLSAL-S,FDR-S,LL-Salta,RBlan-J,FLPich-S,DQESC-T,RHorq-Tuc,Puerto Cafe,Rio Motoco,Rio Cisne,La Esperanza,DDmaTD,CH4 Law,CO2 Law,DD DC ,D18-0 DC,DEx DC
1697,-20.01,1.416,27514,0.00,31.81,181.79,209.32,5.41,67.95,26.92,7.63,34.27,1018,932,1174,1394,589,-157,1222,1531,1075,723,785,880,962,-291.1,678.76,276.64,-393.52,-50.04,6.8
1698,-19.76,1.435,18300,0.00,15.46,27.28,121.71,21.83,54.88,2.53,0.79,2.66,1018,728,1183,1233,568,79,1374,1429,1119,782,810,843,877,-293.2,678.44,276.66,-393.01,-49.97,6.75
1699,-18.63,1.600,24320,0.00,14.92,49.77,108.53,3.06,54.31,2.20,1.52,3.44,1040,606,1980,1042,1417,496,439,1630,876,479,439,858,586,-291.8,678.12,276.68,-392.5,-49.9,6.7
1700,-20.98,1.026,19412,0.00,12.80,16.50,102.18,26.20,47.49,1.36,0.50,1.63,854,592,1169,638,435,238,1438,1473,862,596,636,496,915,-299.5,677.8,276.7,-392.28,-49.86,6.59
1701,-18.83,1.396,22329,0.00,12.32,36.69,105.46,0.83,55.42,2.02,0.83,2.58,916,1094,1483,517,140,173,1365,1761,1164,759,605,617,949,-308.3,677.54,276.72,-392.05,-49.82,6.48
1702,-18.76,1.391,23417,0.00,15.35,85.74,110.64,1.98,63.60,4.08,1.90,10.91,942,1150,1456,587,400,139,1093,1297,1275,868,644,721,933,-292.6,677.28,276.74,-391.83,-49.77,6.38
1703,-19.97,1.183,31430,0.00,13.41,9.09,111.38,0.00,54.47,0.73,0.15,0.40,934,517,1307,779,333,87,1026,919,1321,910,700,784,1000,-282.7,677.02,276.76,-391.6,-49.73,6.27
1704,-19.95,1.404,27326,0.35,21.51,2.11,156.81,0.00,68.20,0.00,0.00,0.00,924,445,1058,1202,104,-143,963,505,1418,1009,827,899,1134,-272.8,676.76,276.78,-391.38,-49.69,6.16
1705,-21.20,1.174,22157,0.13,17.49,1.51,153.11,0.00,68.04,0.45,0.00,0.00,940,1215,707,2155,224,-489,1019,307,1444,1050,991,1013,1186,-272.2,676.5,276.8,-391.15,-49.65,6.05
1706,-18.36,0.981,24400,0.00,13.63,3.47,146.82,4.59,67.69,0.59,0.00,0.00,970,1138,850,2093,248,-340,1108,385,1415,1015,927,1055,1129,-278.5,676.34,276.82,-390.93,-49.61,5.94
1707,-21.58,1.001,21340,0.00,10.97,4.75,114.27,0.00,54.37,0.00,0.00,0.00,977,1127,1172,1402,234,168,1413,602,1311,1124,893,984,1048,-289.5,676.18,276.84,-390.7,-49.57,5.83
1708,-15.81,1.583,30690,0.15,33.66,152.00,163.14,0.71,83.09,7.84,1.87,22.05,1037,1481,1071,2057,363,133,1580,429,1307,1093,936,1163,994,-290.4,676.02,276.86,-390.48,-49.52,5.73
1709,-18.86,0.748,21745,0.00,10.76,17.42,100.72,1.73,54.91,1.34,0.11,1.15,929,457,601,3049,239,-676,1275,133,1429,1078,1114,979,1282,-283.4,675.86,276.88,-390.25,-49.48,5.62
1710,-17.18,1.292,21211,1.02,19.55,1.32,142.23,0.00,62.00,0.00,0.00,0.00,991,1028,944,2269,180,143,1506,251,1341,1132,1027,1115,977,-282.2,675.7,276.9,-390.03,-49.44,5.51
1711,-18.84,0.928,23044,1.04,27.89,0.00,167.76,0.00,71.61,0.00,0.00,0.00,973,913,799,2389,143,151,1308,214,1377,1110,1023,1123,1006,-274.2,675.66,276.92,-389.8,-49.4,5.4
1712,-14.76,0.924,42500,0.90,33.18,0.23,240.26,0.00,124.53,0.00,0.00,0.00,957,649,75,2871,545,365,1131,635,1388,789,1020,1066,990,-270.5,675.62,276.94,-389.68,-45.28,4.95
1713,-18.19,1.139,28110,0.68,14.03,0.39,140.88,0.00,60.61,0.00,0.00,0.00,903,1052,652,2329,481,719,1419,551,1184,805,1023,673,1028,-283.4,675.58,276.96,-389.57,-41.17,4.5
1714,-18.56,1.456,28100,0.54,14.02,0.82,122.15,0.00,57.43,0.00,0.00,0.00,908,985,624,2269,591,748,1489,623,1029,746,1002,679,1029,-284.1,675.54,276.98,-389.45,-37.05,4.05
1715,-20.09,1.085,19730,0.66,16.29,0.61,122.04,0.00,55.58,0.00,0.00,0.00,922,1008,638,2015,605,1156,1555,389,921,865,1075,728,1020,-279.6,675.5,277,-389.33,-32.93,3.6
1716,-20.12,0.910,19212,0.66,13.52,1.14,124.52,0.00,54.42,0.52,0.00,0.00,920,680,263,2281,716,845,1978,302,701,904,1171,752,1133,-279.9,675.62,277,-389.22,-28.82,3.15
1717,-20.48,1.439,17388,0.79,19.98,1.53,132.64,0.00,62.07,0.00,0.00,0.00,941,1208,536,1655,655,1351,1724,307,527,895,1174,809,989,-283.9,675.74,277,-389.1,-24.7,2.7
1718,-17.90,1.287,18203,0.38,20.05,18.93,203.05,0.00,84.26,0.79,0.00,0.68,956,1107,1486,964,633,1525,1407,898,41,450,556,780,415,-293.9,675.86,277,-388.98,-20.58,2.25
1719,-17.14,1.181,14073,0.41,27.52,0.38,137.73,0.00,65.12,0.00,0.00,0.00,932,512,1596,878,1093,1633,1590,956,412,622,666,471,668,-298.4,675.98,277,-388.87,-16.47,1.8
1720,-18.19,1.277,16629,0.17,19.68,0.19,119.65,0.00,57.38,0.00,0.00,0.00,943,1588,1389,802,1017,1923,1718,932,325,643,790,591,731,-290.6,676.1,277,-388.75,-12.35,1.35
1721,-16.13,1.093,17623,0.39,25.73,0.00,128.16,0.00,70.11,0.00,0.00,0.00,932,774,1313,820,902,1947,1850,917,748,762,888,564,809,-294.1,674,277,-388.63,-8.23,0.9
1722,-15.70,0.722,15625,0.70,18.61,17.48,111.88,1.38,66.29,1.01,0.83,1.08,938,1065,1272,793,942,1596,1837,982,990,729,836,599,829,-296.6,671.9,277,-388.52,-4.12,0.45
1723,-14.53,0.719,38805,0.81,17.06,110.89,57.70,21.18,67.16,8.19,4.71,8.75,933,779,868,816,1148,998,2282,923,1031,753,860,687,1000,-292.9,673.77,277,-388.4,0,0
1724,-23.02,1.256,20174,0.38,15.41,1.95,83.25,0.00,47.79,0.68,0.31,0.36,938,1674,1034,1054,951,947,906,876,1545,810,572,766,781,-291.1,675.63,277,-388.46,4.14,-0.72
1725,-20.97,1.076,14627,0.32,16.24,0.00,94.92,0.00,43.54,0.00,0.00,0.00,908,948,-227,557,1782,1878,3402,774,645,833,939,785,1001,-272,677.5,277,-388.53,8.29,-1.43
1726,-19.30,1.607,11449,0.25,17.52,16.04,86.09,1.10,52.57,0.84,0.66,1.57,887,1170,1025,1469,1229,1105,1803,855,2024,1088,785,727,1092,-281.9,677.96,277,-388.59,12.43,-2.15
1727,-17.65,0.882,21960,0.16,13.26,67.23,105.49,2.75,70.87,4.84,0.38,1.57,917,1174,892,1184,1045,1336,2751,711,2241,1003,940,840,1171,-300.2,678.42,277,-388.66,16.57,-2.86
1728,-16.03,1.128,12880,0.19,15.77,3.01,125.38,0.00,58.67,0.50,0.12,0.43,911,1996,-561,1110,1665,1104,4398,621,1811,1135,1120,909,1171,-284.2,678.88,277,-388.72,20.72,-3.58
1729,-19.43,1.037,21330,0.00,11.66,4.65,97.39,0.00,56.62,0.32,0.05,0.24,947,435,-404,536,854,1577,3102,644,2176,1106,1141,1118,1071,-296.7,679.34,277,-388.79,24.86,-4.29
1730,-19.86,1.032,17337,0.20,15.51,0.23,114.29,0.00,55.96,0.79,0.07,0.34,945,1069,-1176,-225,720,696,5000,635,1973,1078,1352,998,1103,-304,679.8,277,-388.85,29,-5.01
1731,-22.02,1.521,23513,0.00,11.83,1.72,96.92,0.00,47.87,0.00,0.04,0.00,951,1052,-1255,-136,709,693,6697,569,2020,1172,1425,1039,1274,-310.1,680.4,276.98,-388.91,33.15,-5.73
1732,-19.56,1.194,17354,0.00,13.36,1.50,85.69,0.00,44.13,0.00,0.00,0.00,982,713,-2595,-1064,990,1037,10727,442,666,1223,1542,1203,1417,-309.1,681,276.96,-388.98,37.29,-6.44
1733,-20.80,1.189,22809,0.64,20.36,1.09,78.28,0.00,46.45,0.00,0.00,0.00,976,833,-1743,-982,594,2106,9571,561,352,1006,1309,1249,1313,-310.8,681.6,276.94,-389.04,41.43,-7.16
1734,-18.16,1.015,18390,0.29,21.43,2.37,60.84,0.00,45.63,0.00,0.00,0.00,984,597,505,998,-1161,1570,1186,207,3487,958,1116,1105,965,-328,682.2,276.92,-389.11,45.58,-7.87
1735,-19.27,1.179,20751,0.16,17.12,22.80,56.49,0.00,61.42,0.85,0.07,0.37,1021,815,1041,1331,224,-416,1666,801,829,1094,1329,1002,1350,-319.6,682.8,276.9,-389.17,-49.72,8.59
1736,-19.08,0.839,23156,0.00,12.30,39.47,86.64,0.00,81.74,1.84,0.17,0.76,1008,924,-118,751,116,-627,1207,-263,767,1305,1414,1240,1287,-290.4,683.48,276.9,-387.83,-45.58,7.87
1737,-17.03,0.887,22024,0.00,18.02,12.28,76.43,28.45,55.88,1.48,0.15,0.43,1053,672,-213,-37,173,118,1291,738,479,970,1039,1377,1041,-273.6,684.16,276.9,-386.49,-41.43,7.16
1738,-17.40,1.206,24437,0.10,18.38,1.59,131.17,0.00,66.32,0.00,0.00,0.22,945,758,1006,314,480,2178,2284,605,341,724,765,955,623,-277.9,684.84,276.9,-385.15,-37.29,6.44
1739,-17.69,1.200,28830,0.09,13.53,1.44,105.37,0.00,52.60,0.00,0.00,0.00,907,1254,1790,771,422,1620,3206,316,461,956,925,609,693,-297,685.52,276.9,-383.81,-33.15,5.73
1740,-16.94,1.195,34667,0.11,24.27,154.06,165.25,44.41,84.41,7.13,3.72,16.68,932,1155,1649,173,704,1438,2418,-13,170,1017,972,894,766,-293.6,686.2,276.9,-382.47,-29,5.01
1741,-19.26,0.995,36792,0.11,23.00,0.00,147.54,0.00,49.56,0.39,0.00,0.00,903,479,-12,-564,688,2564,2049,104,-627,994,1017,952,864,-271.5,686.94,276.9,-381.13,-24.86,4.3
1742,-20.65,1.236,19990,0.00,11.93,0.66,124.73,0.00,52.12,0.00,0.00,0.00,898,1204,60,-1944,1391,3926,2188,371,-1366,788,1016,1072,743,-271.1,687.68,276.9,-379.8,-20.72,3.58
1743,-20.93,1.200,18287,0.08,19.46,3.49,107.36,19.10,44.36,0.80,0.05,0.00,897,1079,694,-1328,1256,2636,2072,522,-1405,815,910,976,771,-278.4,688.42,276.9,-378.46,-16.57,2.86
1744,-18.17,0.931,19740,0.10,19.07,0.52,153.91,0.00,61.89,0.00,0.00,0.00,893,1294,1025,-2084,1642,2923,1169,602,-1476,871,1056,1025,826,-284.7,689.16,276.9,-377.12,-12.43,2.15
1745,-20.62,1.219,15893,0.22,18.29,4.97,161.13,1.24,63.71,0.00,0.06,0.25,879,815,475,-2192,1490,2936,2212,822,-2251,745,870,993,812,-276.4,689.9,276.9,-375.78,-8.29,1.43
1746,-19.81,1.385,15514,0.31,20.48,2.03,172.62,0.00,72.06,0.00,0.07,0.00,842,1199,782,-2924,2206,5254,1695,1354,-2491,887,1127,857,867,-271.1,690.65,276.92,-374.44,-4.14,0.72
1747,-15.12,1.099,15990,0.14,17.20,1.71,102.35,0.00,63.01,0.00,0.05,0.45,874,1333,929,-4754,2847,4390,767,780,-2575,820,1008,1148,683,-275.3,691.4,276.94,-373.1,0,0
1748,-16.11,0.736,35400,0.00,15.80,10.88,126.98,36.32,69.95,0.90,0.72,3.22,857,518,490,-1004,1194,1912,1795,819,-1671,821,772,1020,784,-280.2,692.15,276.96,-374.99,-4.2,-0.65
1749,-17.96,1.089,19193,0.10,14.88,78.79,139.28,16.53,85.55,4.25,2.58,13.02,825,889,1010,851,1210,1255,1143,543,-120,1130,864,950,881,-287.4,692.9,276.98,-376.88,-8.41,-1.3
1750,-17.58,1.271,25694,0.08,12.17,73.75,100.03,11.13,65.44,2.90,2.58,10.65,882,1424,1063,1679,1159,956,790,367,214,1035,948,1160,836,-298.1,693.7,277,-378.78,-12.61,-1.95
1751,-19.58,0.902,17240,0.00,14.37,795.51,209.84,122.37,150.20,36.18,23.88,103.64,919,630,1370,2469,762,911,857,442,616,941,723,1219,828,-307.2,696.9,277.04,-380.67,-16.82,-2.6
1752,-19.82,0.898,16300,0.00,12.54,0.62,132.48,0.00,63.61,0.00,0.00,0.28,886,798,1659,3294,766,14,1325,515,1164,947,950,964,901,-313.5,697.03,277.08,-382.56,-21.02,-3.25
1753,-19.74,1.069,25487,0.00,11.70,0.00,110.09,0.00,58.10,0.33,0.04,0.23,874,2151,1153,2930,676,192,1748,351,1348,882,903,1027,851,-294.2,697.15,277.12,-384.45,-25.23,-3.9
1754,-18.93,1.064,30550,0.76,24.62,0.20,255.69,0.00,110.15,2.53,0.06,0.30,857,555,522,3353,334,-457,1749,36,1626,1018,992,976,999,-285.1,697.28,277.16,-386.34,-29.43,-4.55
1755,-18.10,0.799,15130,0.14,23.53,0.00,155.88,0.00,76.56,0.00,0.13,0.49,871,503,779,2492,518,-221,1733,-2,1464,930,814,1025,872,-284.6,697.4,277.2,-388.23,-33.64,-5.2
1756,-20.89,0.968,22788,0.10,13.53,7.11,75.86,0.00,62.00,2.15,0.38,1.09,876,2775,630,3080,396,-1260,1756,-305,1683,955,909,1054,1074,-284.8,698.1,277.28,-390.13,-37.84,-5.85
1757,-21.63,0.963,36188,0.00,11.18,1.18,115.13,31.71,67.31,0.56,0.17,0.41,896,183,1369,2869,376,-1227,1947,-769,1360,1020,852,1102,1147,-295,698.8,277.36,-392.02,-42.05,-6.5
1758,-20.14,0.958,40112,0.00,17.48,94.00,129.87,43.79,85.69,9.00,4.06,10.44,914,2085,1423,2979,378,-1218,3023,-979,1799,1068,995,1153,1119,-303.8,699.5,277.44,-393.91,-46.25,-7.15
1759,-17.57,0.869,24432,0.10,12.64,124.86,112.45,20.30,82.26,10.50,4.60,12.11,1325,688,1090,1511,276,-261,2502,2554,1119,946,1097,1229,982,-301.1,700.2,277.52,-395.8,-50.45,7.8
1760,-19.49,0.949,25968,0.00,18.73,14.18,142.65,15.59,84.19,1.21,0.23,1.00,1162,1810,1153,1050,213,-302,1622,1952,1227,986,979,1061,1033,-288.2,700.9,277.6,-395.06,-50.36,7.81
1761,-19.90,1.122,36927,0.00,12.45,5.49,126.15,0.00,80.38,0.32,0.05,0.74,1068,83,1116,1181,86,-143,1392,1711,1171,909,998,932,1039,-280.9,702,277.68,-394.33,-50.27,7.82
1762,-18.17,1.024,25930,0.27,14.85,0.28,103.06,0.00,77.02,0.00,0.00,0.46,1132,1709,1128,1127,108,-80,1837,1718,1118,915,983,1028,950,-289,703.1,277.76,-393.59,-50.18,7.83
1763,-17.91,0.935,46064,0.25,18.37,0.00,136.78,0.00,88.94,0.58,0.00,0.30,1148,1291,1074,954,127,229,2331,1736,1021,912,976,1032,846,-296.8,703.47,277.84,-392.85,-50.09,7.84
1764,-18.33,0.682,35545,0.14,18.93,0.00,125.31,0.00,79.79,0.00,0.00,0.00,1040,806,773,1459,-17,-126,1827,1368,990,850,1091,951,1029,-289.6,703.83,277.92,-392.12,-50,7.85
1765,-18.74,1.183,21611,0.00,11.62,0.00,107.49,0.00,60.83,0.00,0.00,0.00,1078,1193,1001,868,-159,836,2128,1205,990,981,975,1028,796,-284,704.2,278,-391.38,-49.9,7.85
1766,-17.10,0.839,22472,0.00,19.95,0.00,153.78,0.00,78.66,0.00,0.00,0.00,1177,753,1079,1145,735,1108,1299,1615,925,579,645,1030,629,-283.3,704.84,278.12,-390.65,-49.81,7.86
1767,-20.78,0.835,36064,0.10,17.94,0.00,112.55,0.00,71.51,0.00,0.00,1.29,558,1408,843,1024,109,1897,2272,1080,968,668,873,496,695,-287.6,705.48,278.24,-389.91,-49.72,7.87
1768,-20.35,0.750,57615,0.00,13.09,0.00,371.68,0.00,138.03,0.00,0.00,0.94,152,1950,1013,952,279,1369,2109,1088,994,685,769,682,669,-290.3,706.12,278.36,-389.17,-49.63,7.88
1769,-18.53,1.492,37280,0.00,28.25,0.86,564.68,0.00,185.76,0.42,0.00,0.36,104,73,1074,887,312,1102,2140,1006,1016,738,770,761,716,-291.7,706.76,278.48,-388.44,-49.54,7.89
1770,-17.49,0.492,39520,0.00,36.48,2.98,596.48,0.00,206.32,0.00,0.00,1.16,624,964,1260,888,386,1386,2473,1135,854,514,626,776,489,-297.2,707.4,278.6,-387.7,-49.45,7.9
1771,-18.05,0.979,32620,0.00,22.84,14.84,367.43,0.87,143.40,1.43,0.17,5.25,749,1764,1338,884,661,1064,2502,1099,1005,663,716,577,624,-302.2,708,278.74,-388.15,-49.51,7.95
1772,-18.11,1.301,20920,0.00,16.26,0.54,137.61,0.00,72.61,0.00,0.00,0.28,1037,2797,1223,943,784,771,1642,1193,944,669,591,830,587,-296.7,708.6,278.88,-388.61,-49.58,8.01
1773,-17.37,0.995,29720,0.00,14.36,6.43,88.88,0.00,60.51,0.48,0.07,1.47,805,1185,1079,1001,572,1215,1456,1037,1045,732,682,787,684,-281.9,709.2,279.02,-389.06,-49.64,8.06
1774,-20.09,1.156,17791,0.00,13.71,0.00,81.22,0.00,46.36,0.00,0.00,0.38,1098,587,866,922,100,1651,1731,915,1030,835,917,866,734,-277,709.8,279.16,-389.52,-49.7,8.12
1775,-21.36,0.819,16772,0.00,25.98,364.96,368.51,272.55,109.44,19.00,4.41,71.50,654,1531,1061,997,536,1288,1226,1083,1052,803,743,954,701,-274.1,710.4,279.3,-389.97,-49.77,8.17
1776,-19.72,0.815,12008,1.64,18.95,272.59,216.31,116.79,88.02,10.80,2.67,47.91,678,870,1334,807,932,441,996,1184,1041,797,627,935,818,-283.5,711.4,279.46,-390.43,-49.83,8.23
1777,-18.03,0.975,17030,3.63,19.07,0.22,69.92,0.00,46.99,0.00,0.00,0.00,550,792,1275,774,907,325,1113,1206,1034,830,687,980,855,-287,712.4,279.62,-390.88,-49.9,8.28
1778,-21.26,0.875,15460,2.09,15.85,0.00,46.82,0.00,37.89,0.00,0.00,0.00,1272,1077,1167,836,704,320,1295,1157,1032,878,831,968,915,-287.5,713.4,279.78,-391.34,-49.96,8.34
1779,-20.09,1.101,10249,0.19,12.67,2.25,40.99,0.00,32.25,0.00,0.00,0.00,2819,1216,1173,854,891,549,1490,1417,917,760,776,1001,720,-294.6,714.4,279.94,-391.79,-50.02,8.39
1780,-17.49,0.934,12603,0.17,13.74,39.33,75.95,0.00,54.15,0.94,0.00,0.50,711,1675,1182,703,805,319,1364,1421,942,888,804,865,934,-296.1,713.4,280.1,-392.25,-50.09,8.45
1781,-19.15,0.777,14704,3.01,19.12,3.98,248.99,0.00,88.23,0.00,0.00,0.00,2047,383,1208,789,1000,392,1221,1372,1020,882,792,1129,891,-290.9,714,280.24,-392.7,-50.15,8.5
1782,-19.38,0.697,23765,4.79,13.97,0.00,226.95,0.00,80.47,0.00,0.00,0.00,2469,957,1164,1007,935,975,1193,1311,1022,782,792,1056,691,-281.7,714.6,280.38,-392.33,-50.08,8.32
1783,-14.63,1.111,18029,1.03,28.15,3.40,157.24,2.98,63.09,4.80,0.04,0.21,1078,632,1035,857,834,714,1534,1218,803,811,868,811,780,-295.5,715.2,280.52,-391.96,-50.01,8.15
1784,-19.33,0.914,13040,0.33,14.20,0.36,144.12,0.00,54.83,0.00,0.00,0.00,1692,1037,823,887,863,537,1697,1319,870,876,932,916,915,-314.2,715.8,280.66,-391.59,-49.95,7.97
1785,-19.65,1.066,13931,0.43,22.72,2.35,113.76,0.00,49.58,0.54,0.04,0.19,2613,1029,810,788,1105,1024,1912,1480,801,843,815,1041,832,-324.7,716.4,280.8,-391.22,-49.88,7.79
1786,-19.71,0.945,11093,0.39,24.54,0.00,46.39,0.00,30.89,0.00,0.00,0.00,1550,918,810,940,985,807,1660,1215,679,799,822,993,944,-317.8,717.02,280.96,-390.85,-49.81,7.62
1787,-17.76,0.980,15993,0.76,26.08,0.66,10.65,0.00,24.89,0.00,0.05,0.00,1011,696,1063,1297,739,546,1490,823,967,954,1015,974,1016,-303.3,717.64,281.12,-390.48,-49.74,7.44
1788,-19.78,0.894,21493,0.91,28.20,0.00,7.61,0.00,27.39,0.00,0.05,0.00,1917,577,1098,1375,757,597,1306,650,1243,996,1009,990,1013,-291.5,718.26,281.28,-390.11,-49.67,7.26
1789,-19.99,0.889,15447,1.27,41.07,0.00,25.07,0.00,33.91,0.00,0.00,0.00,655,885,1026,1265,896,670,1004,651,1194,998,856,1159,1016,-275.1,718.88,281.44,-389.74,-49.6,7.09
1790,-18.51,1.149,11803,1.43,82.45,0.19,135.33,23.50,85.36,0.85,0.06,0.27,323,2183,1100,1133,883,929,1129,616,1310,1050,880,972,918,-276.5,719.5,281.6,-389.37,-49.54,6.91
1791,-16.87,0.879,20545,1.78,57.89,0.42,36.97,51.52,44.49,2.57,0.09,0.00,1654,628,947,1715,835,866,1247,640,1724,926,999,1135,941,-283.1,720.18,281.74,-389,-49.47,6.73
1792,-15.76,0.683,17647,1.71,55.09,0.00,10.04,0.00,45.38,1.21,0.45,1.60,1266,2857,976,1443,1022,951,1273,893,1358,661,745,1047,828,-286.2,720.86,281.88,-388.63,-49.4,6.56
1793,-16.05,1.066,24991,1.98,49.27,9.61,4.23,1.55,40.08,0.61,0.53,1.76,756,383,1076,1101,902,992,1556,913,1455,729,781,698,793,-290.2,721.54,282.02,-388.26,-49.33,6.38
1794,-17.73,0.762,19904,2.07,82.82,0.00,48.03,0.00,76.04,0.00,0.00,0.61,1059,1933,999,1589,771,1123,1402,770,1860,844,932,875,977,-282.7,722.22,282.16,-387.25,-49.23,6.52
1795,-16.94,1.054,24317,3.00,93.73,0.00,30.64,0.00,77.76,0.00,0.10,0.68,871,665,982,1322,887,1236,1413,813,1789,814,824,955,891,-278.4,722.9,282.3,-386.25,-49.12,6.67
1796,-21.21,0.753,19416,1.92,93.43,0.00,29.64,0.00,73.33,0.00,0.13,0.76,739,1196,1227,1194,910,1081,1505,868,1806,847,815,899,892,-283.4,716.9,282.42,-385.24,-49.02,6.81
1797,-19.68,1.343,11520,2.00,81.71,0.00,26.58,0.00,64.75,0.38,0.04,0.31,228,597,1604,1464,638,1033,1508,868,1977,873,1086,1004,1046,-298.3,722.7,282.54,-384.24,-48.92,6.95
1798,-19.93,1.044,19826,2.32,68.28,0.25,30.34,1.35,60.28,3.44,0.17,1.16,344,1153,1500,1579,660,755,1407,784,1610,936,1104,1018,1092,-298.8,728.5,282.66,-383.23,-48.82,7.09
1799,-16.47,0.984,14066,2.77,60.06,0.53,29.53,0.00,56.90,0.00,0.09,0.89,907,1002,1239,1373,749,776,1047,518,1234,1155,1211,1148,1204,-292.7,727.65,282.78,-382.23,-48.71,7.24
1800,-18.84,0.698,23396,2.67,55.28,4.39,31.20,0.00,62.58,0.61,0.11,0.64,941,1366,945,1030,990,967,152,249,940,1407,1380,1284,1237,-301.5,726.8,282.9,-381.22,-48.61,7.38
1801,-20.31,0.973,28749,3.00,46.83,0.20,29.35,0.00,50.02,0.44,0.18,1.08,831,782,724,1062,1074,714,-787,182,847,1431,1582,1375,1302,-293.3,727.64,283,-380.22,-48.51,7.52
1802,-19.06,0.997,30700,2.52,36.37,0.00,28.79,0.00,42.93,0.00,0.08,0.71,1034,1018,472,535,1091,923,-854,253,1162,1540,1522,1350,1335,-296,728.48,283.1,-379.21,-48.41,7.66
1803,-17.42,0.820,21077,1.07,13.65,0.76,38.89,0.00,38.76,0.58,0.10,0.77,192,853,930,309,858,979,-711,503,1067,1421,1524,1379,1312,-288.4,729.32,283.2,-378.21,-48.3,7.81
1804,-14.78,0.815,38277,1.32,15.11,12.36,41.69,0.00,59.19,4.12,0.74,3.40,941,914,1802,-627,339,1515,768,911,494,1134,1334,1373,1264,-278.1,730.16,283.3,-377.2,-48.2,8.4
1805,-18.77,0.677,36092,1.03,16.24,0.45,44.01,0.00,42.47,0.00,0.09,0.42,581,855,-1062,1412,-195,-1491,4146,1110,641,1086,1251,1005,966,-283.7,731,283.4,-378.65,-48.38,8.42
1806,-20.86,0.761,62396,0.67,20.92,0.94,128.69,131.79,51.15,4.89,0.26,0.95,484,705,1496,-176,1015,1359,385,589,829,1357,1350,1065,1196,-287.1,730.12,283.48,-380.1,-48.57,8.43
1807,-18.51,0.982,43817,0.55,11.61,0.00,62.52,0.00,57.02,0.00,0.08,0.20,1189,1039,1538,-649,1114,1319,1372,839,1049,1155,1131,1374,954,-285.8,729.24,283.56,-381.55,-48.75,8.45
1808,-19.65,0.976,40829,0.20,8.22,0.00,49.91,0.00,48.87,0.00,0.00,0.00,630,919,1268,715,973,782,1441,906,867,1294,1019,1164,992,-282.5,728.36,283.64,-383,-48.93,8.47
1809,-19.77,0.848,43127,0.43,8.89,5.15,121.69,28.18,76.21,1.19,0.16,1.08,791,806,1176,729,991,979,1187,722,279,1237,1048,1196,1030,-286.4,727.48,283.72,-384.45,-49.12,8.48
1810,-20.27,0.850,41993,0.63,17.49,0.00,108.00,0.00,66.07,0.00,0.05,0.93,1439,908,1249,638,987,964,1563,679,359,1110,982,1229,916,-293.5,735.4,283.8,-385.9,-49.3,8.5
1811,-17.41,0.979,34169,0.37,18.84,0.00,172.71,0.00,86.49,0.00,0.00,0.00,845,711,1121,1302,1023,873,1293,810,416,999,818,1231,869,-290.4,736.32,283.84,-387.35,-49.48,8.52
1812,-19.80,1.114,29305,0.22,14.52,0.00,168.23,0.00,97.30,0.00,0.00,0.18,679,841,1148,1785,1105,884,1065,896,723,1243,892,1083,987,-280.9,737.24,283.88,-388.8,-49.67,8.53
1813,-18.34,0.834,31943,0.00,23.69,3.89,244.58,291.68,105.72,7.95,0.69,2.49,1000,1397,1173,435,1126,956,1031,287,642,1147,977,1186,1043,-282,738.16,283.92,-390.25,-49.85,8.55
1814,-19.84,1.121,34040,0.23,16.80,0.00,116.83,0.00,79.20,0.00,0.00,0.27,844,1254,925,490,1126,1033,1480,1644,791,1113,876,1166,835,-307,739.08,283.96,-391.7,-50.03,8.57
1815,-20.13,1.204,35938,0.24,20.44,0.00,70.81,0.00,63.37,0.00,0.08,0.89,534,590,1046,1031,766,711,1847,1475,463,490,731,1125,488,-327.1,740,284,-393.15,-50.22,8.58
1816,-21.06,0.667,22532,0.20,16.86,0.00,70.67,13.62,46.83,0.00,0.06,0.44,736,965,2458,839,2208,1292,1097,812,326,505,590,485,501,-314.9,740.94,284.04,-394.6,-50.4,8.6
1817,-20.52,1.188,19269,0.25,15.36,0.20,53.41,0.00,42.44,0.00,0.05,0.49,1546,519,558,2291,897,1866,1385,1399,533,475,930,477,637,-286.9,741.88,284.08,-394.52,-50.38,8.55
1818,-20.08,0.970,18954,0.00,13.28,0.00,50.68,0.00,41.46,0.00,0.04,0.49,741,806,673,1553,819,2148,670,1396,1100,561,705,616,484,-262.8,742.82,284.12,-394.43,-50.37,8.5
1819,-24.35,1.220,22929,0.22,16.16,0.00,50.81,0.00,43.57,0.00,0.03,0.35,1063,1189,1132,934,1193,1674,656,551,740,705,602,642,542,-264.8,743.76,284.16,-394.35,-50.35,8.45
1820,-17.34,0.797,25417,0.12,17.63,0.00,46.62,0.00,45.49,0.00,0.11,0.39,846,622,1149,1032,1112,1485,857,657,890,766,693,675,593,-272.9,744.7,284.2,-394.27,-50.33,8.4
1821,-18.68,0.958,36617,0.25,14.36,0.00,44.28,0.00,46.48,0.00,0.10,1.30,907,806,1407,1054,1382,1364,1271,1356,907,571,572,597,726,-268.5,745.64,284.22,-394.18,-50.32,8.35
